framework,suite,test,time
arena-spkh,dynamic,2-10x5 - lazy80%,129.67037500000004
arena-spkh,dynamic,6-10x10 - dyn25% - lazy80%,95.90641700000015
arena-spkh,dynamic,4-1000x12 - dyn5%,250.07524999999987
arena-spkh,dynamic,25-1000x5,283.56645799999933
arena-spkh,dynamic,3-5x500,70.15416600000026
arena-spkh,dynamic,6-100x15 - dyn50%,145.21837500000038
