framework,suite,test,time
arena,kairo,avoidablePropagation,129.93929100000003
arena,kairo,broadPropagation,105.39395799999988
arena,kairo,deepPropagation,42.74629199999981
arena,kairo,diamond,94.61200000000008
arena,kairo,mux,86.23137499999939
arena,kairo,repeatedObservers,20.012249999999767
arena,kairo,triangle,29.944209000000228
arena,kairo,unstable,22.59283300000061
arena,kairo,molBench,13.669540999999299
arena,sbench,createSignals,2.8577920000000177
arena,sbench,createComputations,43.13766500000128
arena,sbench,updateSignals,338.191417
arena,cellx,cellx1000,5.914414999999966
arena,cellx,cellx2500,13.479041999999907
arena,dynamic,2-10x5 - lazy80%,184.898958
arena,dynamic,6-10x10 - dyn25% - lazy80%,130.70266700000002
arena,dynamic,4-1000x12 - dyn5%,331.0662079999993
arena,dynamic,25-1000x5,382.3384580000002
arena,dynamic,3-5x500,92.07825000000048
arena,dynamic,6-100x15 - dyn50%,190.55629100000078
