framework,suite,test,time
alien-v3,kairo,avoidablePropagation,94.056041
alien-v3,kairo,broadPropagation,72.39795900000013
alien-v3,kairo,deepPropagation,33.35454200000004
alien-v3,kairo,diamond,79.29087500000014
alien-v3,kairo,mux,72.90454199999976
alien-v3,kairo,repeatedObservers,11.911666999999852
alien-v3,kairo,triangle,24.25099999999975
alien-v3,kairo,unstable,12.0790420000003
alien-v3,kairo,molBench,13.399916999999732
alien-v3,sbench,createSignals,15.679792000000006
alien-v3,sbench,createComputations,65.48816700000003
alien-v3,sbench,updateSignals,302.40487299999927
alien-v3,cellx,cellx1000,6.093333000000001
alien-v3,cellx,cellx2500,12.606915999999956
alien-v3,dynamic,2-10x5 - lazy80%,139.635084
alien-v3,dynamic,6-10x10 - dyn25% - lazy80%,118.71245799999997
alien-v3,dynamic,4-1000x12 - dyn5%,300.23879099999976
alien-v3,dynamic,25-1000x5,393.483166
alien-v3,dynamic,3-5x500,86.34737499999937
alien-v3,dynamic,6-100x15 - dyn50%,189.4576249999991
