framework                        , test                                                         , time     , gcMinorN     , gcMinorMs    , gcMajorN     , gcMajorMs    , gcIncrN      , gcIncrMs     , gcWeakN      , gcWeakMs     , peakHeapMb   , peakExtMb    , peakArrMb    , peakTotalMb  , peakRssMb    , floorMb      , floorDeltaMb
Alien Signals                    , createSignals                                                , 10.00    ,              ,              ,              ,              ,              ,              ,              ,              , 72.51        , 0.33         , 0.00         , 72.85        , 180.23       ,              ,             
Alien Signals                    , createComputations                                           , 145.37   ,              ,              ,              ,              ,              ,              ,              ,              , 73.35        , 0.46         , 0.00         , 73.71        , 259.83       ,              ,             
Alien Signals                    , updateSignals                                                , 329.27   ,              ,              ,              ,              ,              ,              ,              ,              , 53.92        , 0.66         , 0.00         , 54.38        , 260.03       ,              ,             
Alien Signals                    , avoidablePropagation                                         , 59.69    ,              ,              ,              ,              ,              ,              ,              ,              , 28.62        , 0.93         , 0.00         , 29.57        , 253.66       ,              ,             
Alien Signals                    , broadPropagation                                             , 123.37   ,              ,              ,              ,              ,              ,              ,              ,              , 28.71        , 0.96         , 0.00         , 29.68        , 134.46       ,              ,             
Alien Signals                    , deepPropagation                                              , 39.56    ,              ,              ,              ,              ,              ,              ,              ,              , 28.75        , 0.98         , 0.00         , 29.73        , 132.55       ,              ,             
Alien Signals                    , diamond                                                      , 77.81    ,              ,              ,              ,              ,              ,              ,              ,              , 28.79        , 1.00         , 0.00         , 29.80        , 141.06       ,              ,             
Alien Signals                    , mux                                                          , 70.06    ,              ,              ,              ,              ,              ,              ,              ,              , 29.03        , 1.03         , 0.00         , 30.07        , 143.91       ,              ,             
Alien Signals                    , repeatedObservers                                            , 19.33    ,              ,              ,              ,              ,              ,              ,              ,              , 29.06        , 1.05         , 0.00         , 30.11        , 144.27       ,              ,             
Alien Signals                    , triangle                                                     , 27.22    ,              ,              ,              ,              ,              ,              ,              ,              , 29.11        , 1.09         , 0.00         , 30.20        , 147.20       ,              ,             
Alien Signals                    , unstable                                                     , 31.94    ,              ,              ,              ,              ,              ,              ,              ,              , 39.22        , 1.09         , 0.00         , 39.85        , 146.23       ,              ,             
Alien Signals                    , molBench                                                     , 12.72    ,              ,              ,              ,              ,              ,              ,              ,              , 17.81        , 0.68         , 0.00         , 18.49        , 145.58       ,              ,             
Alien Signals                    , cellx1000                                                    , 9.92     ,              ,              ,              ,              ,              ,              ,              ,              , 18.02        , 0.75         , 0.00         , 18.77        , 149.29       ,              ,             
Alien Signals                    , cellx2500                                                    , 20.00    ,              ,              ,              ,              ,              ,              ,              ,              , 18.02        , 0.75         , 0.00         , 18.77        , 152.85       ,              ,             
Alien Signals                    , 2-10x5 - lazy80%                                             , 261.84   ,              ,              ,              ,              ,              ,              ,              ,              , 2.12         , 0.84         , 0.00         , 2.97         , 152.85       ,              ,             
Alien Signals                    , 6-10x10 - dyn25% - lazy80%                                   , 185.29   ,              ,              ,              ,              ,              ,              ,              ,              , 2.20         , 0.86         , 0.00         , 3.06         , 98.70        ,              ,             
Alien Signals                    , 4-1000x12 - dyn5%                                            , 310.73   ,              ,              ,              ,              ,              ,              ,              ,              , 9.54         , 0.86         , 0.00         , 9.79         , 106.22       ,              ,             
Alien Signals                    , 25-1000x5                                                    , 434.92   ,              ,              ,              ,              ,              ,              ,              ,              , 19.02        , 0.53         , 0.00         , 19.55        , 98.34        ,              ,             
Alien Signals                    , 3-5x500                                                      , 112.38   ,              ,              ,              ,              ,              ,              ,              ,              , 20.55        , 0.53         , 0.00         , 21.08        , 101.20       ,              ,             
Alien Signals                    , 6-100x15 - dyn50%                                            , 235.76   ,              ,              ,              ,              ,              ,              ,              ,              , 21.77        , 0.53         , 0.00         , 22.30        , 103.20       ,              ,             
Dalien Signals                   , createSignals                                                , 3.71     ,              ,              ,              ,              ,              ,              ,              ,              , 119.34       , 65.57        , 65.00        , 249.91       , 228.09       ,              ,             
Dalien Signals                   , createComputations                                           , 59.16    ,              ,              ,              ,              ,              ,              ,              ,              , 198.32       , 68.67        , 68.00        , 333.01       , 354.32       ,              ,             
Dalien Signals                   , updateSignals                                                , 285.12   ,              ,              ,              ,              ,              ,              ,              ,              , 168.46       , 68.04        , 67.00        , 303.51       , 338.83       ,              ,             
Dalien Signals                   , avoidablePropagation                                         , 57.42    ,              ,              ,              ,              ,              ,              ,              ,              , 169.09       , 68.47        , 67.03        , 304.58       , 262.68       ,              ,             
Dalien Signals                   , broadPropagation                                             , 91.23    ,              ,              ,              ,              ,              ,              ,              ,              , 169.15       , 68.50        , 67.03        , 304.68       , 262.38       ,              ,             
Dalien Signals                   , deepPropagation                                              , 40.97    ,              ,              ,              ,              ,              ,              ,              ,              , 169.19       , 68.52        , 67.03        , 304.74       , 189.44       ,              ,             
Dalien Signals                   , diamond                                                      , 85.69    ,              ,              ,              ,              ,              ,              ,              ,              , 169.24       , 68.57        , 67.03        , 304.84       , 283.38       ,              ,             
Dalien Signals                   , mux                                                          , 58.92    ,              ,              ,              ,              ,              ,              ,              ,              , 169.38       , 68.62        , 67.03        , 305.04       , 318.88       ,              ,             
Dalien Signals                   , repeatedObservers                                            , 10.81    ,              ,              ,              ,              ,              ,              ,              ,              , 169.43       , 68.66        , 67.03        , 305.12       , 318.56       ,              ,             
Dalien Signals                   , triangle                                                     , 23.94    ,              ,              ,              ,              ,              ,              ,              ,              , 158.75       , 68.71        , 67.03        , 294.49       , 322.36       ,              ,             
Dalien Signals                   , unstable                                                     , 34.73    ,              ,              ,              ,              ,              ,              ,              ,              , 158.81       , 68.76        , 67.03        , 294.60       , 321.46       ,              ,             
Dalien Signals                   , molBench                                                     , 13.47    ,              ,              ,              ,              ,              ,              ,              ,              , 158.87       , 68.81        , 67.03        , 294.71       , 230.17       ,              ,             
Dalien Signals                   , cellx1000                                                    , 12.68    ,              ,              ,              ,              ,              ,              ,              ,              , 163.11       , 70.25        , 67.03        , 298.52       , 236.79       ,              ,             
Dalien Signals                   , cellx2500                                                    , 30.43    ,              ,              ,              ,              ,              ,              ,              ,              , 162.88       , 78.98        , 67.03        , 308.90       , 236.79       ,              ,             
Dalien Signals                   , 2-10x5 - lazy80%                                             , 205.87   ,              ,              ,              ,              ,              ,              ,              ,              , 169.47       , 84.49        , 67.03        , 321.09       , 314.56       ,              ,             
Dalien Signals                   , 6-10x10 - dyn25% - lazy80%                                   , 133.63   ,              ,              ,              ,              ,              ,              ,              ,              , 172.23       , 87.22        , 67.03        , 326.58       , 279.98       ,              ,             
Dalien Signals                   , 4-1000x12 - dyn5%                                            , 272.38   ,              ,              ,              ,              ,              ,              ,              ,              , 178.39       , 88.50        , 67.03        , 332.68       , 183.13       ,              ,             
Dalien Signals                   , 25-1000x5                                                    , 350.59   ,              ,              ,              ,              ,              ,              ,              ,              , 181.89       , 91.21        , 67.03        , 340.13       , 182.56       ,              ,             
Dalien Signals                   , 3-5x500                                                      , 88.78    ,              ,              ,              ,              ,              ,              ,              ,              , 185.40       , 93.92        , 67.03        , 346.35       , 181.99       ,              ,             
Dalien Signals                   , 6-100x15 - dyn50%                                            , 209.47   ,              ,              ,              ,              ,              ,              ,              ,              , 188.63       , 96.64        , 67.03        , 352.31       , 184.65       ,              ,             
Dalien Malloc Free               , createSignals                                                , 7.99     ,              ,              ,              ,              ,              ,              ,              ,              , 357.00       , 194.20       , 193.00       , 744.20       , 615.75       ,              ,             
Dalien Malloc Free               , createComputations                                           , 61.97    ,              ,              ,              ,              ,              ,              ,              ,              , 369.88       , 202.20       , 201.00       , 760.20       , 633.61       ,              ,             
Dalien Malloc Free               , updateSignals                                                , 308.62   ,              ,              ,              ,              ,              ,              ,              ,              , 370.38       , 139.71       , 138.50       , 648.59       , 706.26       ,              ,             
Dalien Malloc Free               , avoidablePropagation                                         , 65.04    ,              ,              ,              ,              ,              ,              ,              ,              , 370.87       , 140.07       , 138.53       , 649.48       , 509.72       ,              ,             
Dalien Malloc Free               , broadPropagation                                             , 97.06    ,              ,              ,              ,              ,              ,              ,              ,              , 370.91       , 140.09       , 138.53       , 649.53       , 510.64       ,              ,             
Dalien Malloc Free               , deepPropagation                                              , 39.07    ,              ,              ,              ,              ,              ,              ,              ,              , 370.93       , 140.11       , 138.53       , 649.57       , 400.80       ,              ,             
Dalien Malloc Free               , diamond                                                      , 82.53    ,              ,              ,              ,              ,              ,              ,              ,              , 370.97       , 140.13       , 138.53       , 649.63       , 546.09       ,              ,             
Dalien Malloc Free               , mux                                                          , 69.75    ,              ,              ,              ,              ,              ,              ,              ,              , 371.06       , 140.17       , 138.53       , 649.75       , 604.74       ,              ,             
Dalien Malloc Free               , repeatedObservers                                            , 14.68    ,              ,              ,              ,              ,              ,              ,              ,              , 371.09       , 140.19       , 138.53       , 649.80       , 586.26       ,              ,             
Dalien Malloc Free               , triangle                                                     , 27.27    ,              ,              ,              ,              ,              ,              ,              ,              , 371.13       , 140.22       , 138.53       , 649.88       , 549.25       ,              ,             
Dalien Malloc Free               , unstable                                                     , 25.16    ,              ,              ,              ,              ,              ,              ,              ,              , 371.17       , 140.25       , 138.53       , 649.95       , 549.81       ,              ,             
Dalien Malloc Free               , molBench                                                     , 12.65    ,              ,              ,              ,              ,              ,              ,              ,              , 371.21       , 140.28       , 138.53       , 650.01       , 549.40       ,              ,             
Dalien Malloc Free               , cellx1000                                                    , 5.31     ,              ,              ,              ,              ,              ,              ,              ,              , 371.76       , 140.37       , 138.53       , 650.66       , 552.40       ,              ,             
Dalien Malloc Free               , cellx2500                                                    , 15.21    ,              ,              ,              ,              ,              ,              ,              ,              , 371.89       , 140.37       , 138.53       , 650.78       , 553.89       ,              ,             
Dalien Malloc Free               , 2-10x5 - lazy80%                                             , 217.81   ,              ,              ,              ,              ,              ,              ,              ,              , 372.19       , 140.45       , 138.53       , 651.16       , 570.98       ,              ,             
Dalien Malloc Free               , 6-10x10 - dyn25% - lazy80%                                   , 139.95   ,              ,              ,              ,              ,              ,              ,              ,              , 372.24       , 140.46       , 138.53       , 651.23       , 454.85       ,              ,             
Dalien Malloc Free               , 4-1000x12 - dyn5%                                            , 312.39   ,              ,              ,              ,              ,              ,              ,              ,              , 374.45       , 140.47       , 138.53       , 653.46       , 405.00       ,              ,             
Dalien Malloc Free               , 25-1000x5                                                    , 367.41   ,              ,              ,              ,              ,              ,              ,              ,              , 375.93       , 140.47       , 138.53       , 654.94       , 405.50       ,              ,             
Dalien Malloc Free               , 3-5x500                                                      , 77.38    ,              ,              ,              ,              ,              ,              ,              ,              , 376.47       , 139.07       , 138.03       , 654.94       , 398.82       ,              ,             
Dalien Malloc Free               , 6-100x15 - dyn50%                                            , 213.35   ,              ,              ,              ,              ,              ,              ,              ,              , 367.21       , 139.09       , 138.03       , 644.33       , 384.05       ,              ,             
Cosignals                        , createSignals                                                , 4.90     ,              ,              ,              ,              ,              ,              ,              ,              , 45.36        , 0.33         , 0.00         , 45.69        , 133.16       ,              ,             
Cosignals                        , createComputations                                           , 127.98   ,              ,              ,              ,              ,              ,              ,              ,              , 98.57        , 0.58         , 0.00         , 99.09        , 225.52       ,              ,             
Cosignals                        , updateSignals                                                , 334.47   ,              ,              ,              ,              ,              ,              ,              ,              , 59.25        , 0.85         , 0.00         , 59.92        , 223.06       ,              ,             
Cosignals                        , createSignals (pair)                                         , 5.17     ,              ,              ,              ,              ,              ,              ,              ,              , 46.99        , 0.85         , 0.00         , 47.64        , 220.35       ,              ,             
Cosignals                        , createComputations (pair)                                    , 128.36   ,              ,              ,              ,              ,              ,              ,              ,              , 79.76        , 0.59         , 0.00         , 80.31        , 226.84       ,              ,             
Cosignals                        , updateSignals (pair)                                         , 329.59   ,              ,              ,              ,              ,              ,              ,              ,              , 63.24        , 0.69         , 0.00         , 63.83        , 230.32       ,              ,             
Cosignals                        , avoidablePropagation                                         , 97.64    ,              ,              ,              ,              ,              ,              ,              ,              , 2.65         , 1.10         , 0.00         , 3.75         , 218.15       ,              ,             
Cosignals                        , avoidablePropagation (pair)                                  , 82.75    ,              ,              ,              ,              ,              ,              ,              ,              , 1.99         , 0.77         , 0.00         , 2.75         , 95.27        ,              ,             
Cosignals                        , broadPropagation                                             , 154.14   ,              ,              ,              ,              ,              ,              ,              ,              , 2.06         , 0.78         , 0.00         , 2.84         , 94.53        ,              ,             
Cosignals                        , broadPropagation (pair)                                      , 163.81   ,              ,              ,              ,              ,              ,              ,              ,              , 2.11         , 0.78         , 0.00         , 2.89         , 65.35        ,              ,             
Cosignals                        , deepPropagation                                              , 53.44    ,              ,              ,              ,              ,              ,              ,              ,              , 2.14         , 0.81         , 0.00         , 2.96         , 67.61        ,              ,             
Cosignals                        , deepPropagation (pair)                                       , 53.95    ,              ,              ,              ,              ,              ,              ,              ,              , 2.17         , 0.81         , 0.00         , 2.99         , 66.04        ,              ,             
Cosignals                        , diamond                                                      , 115.33   ,              ,              ,              ,              ,              ,              ,              ,              , 2.20         , 0.83         , 0.00         , 3.04         , 93.78        ,              ,             
Cosignals                        , diamond (pair)                                               , 102.32   ,              ,              ,              ,              ,              ,              ,              ,              , 2.21         , 0.84         , 0.00         , 3.06         , 91.32        ,              ,             
Cosignals                        , mux                                                          , 79.09    ,              ,              ,              ,              ,              ,              ,              ,              , 2.43         , 0.87         , 0.00         , 3.29         , 108.52       ,              ,             
Cosignals                        , mux (pair)                                                   , 75.41    ,              ,              ,              ,              ,              ,              ,              ,              , 2.61         , 0.87         , 0.00         , 3.47         , 107.92       ,              ,             
Cosignals                        , repeatedObservers                                            , 16.34    ,              ,              ,              ,              ,              ,              ,              ,              , 2.64         , 0.89         , 0.00         , 3.52         , 108.45       ,              ,             
Cosignals                        , repeatedObservers (pair)                                     , 16.27    ,              ,              ,              ,              ,              ,              ,              ,              , 2.65         , 0.89         , 0.00         , 3.53         , 108.38       ,              ,             
Cosignals                        , triangle                                                     , 32.09    ,              ,              ,              ,              ,              ,              ,              ,              , 2.68         , 0.91         , 0.00         , 3.60         , 112.48       ,              ,             
Cosignals                        , triangle (pair)                                              , 38.41    ,              ,              ,              ,              ,              ,              ,              ,              , 2.69         , 0.91         , 0.00         , 3.60         , 112.46       ,              ,             
Cosignals                        , unstable                                                     , 28.91    ,              ,              ,              ,              ,              ,              ,              ,              , 2.01         , 0.79         , 0.00         , 2.80         , 110.62       ,              ,             
Cosignals                        , unstable (pair)                                              , 31.41    ,              ,              ,              ,              ,              ,              ,              ,              , 2.05         , 0.82         , 0.00         , 2.88         , 110.83       ,              ,             
Cosignals                        , molBench                                                     , 12.62    ,              ,              ,              ,              ,              ,              ,              ,              , 2.13         , 0.88         , 0.00         , 3.01         , 110.96       ,              ,             
Cosignals                        , molBench (pair)                                              , 12.26    ,              ,              ,              ,              ,              ,              ,              ,              , 2.15         , 0.89         , 0.00         , 3.04         , 111.75       ,              ,             
Cosignals                        , cellx1000                                                    , 10.22    ,              ,              ,              ,              ,              ,              ,              ,              , 2.30         , 0.98         , 0.00         , 3.28         , 113.04       ,              ,             
Cosignals                        , cellx2500                                                    , 24.72    ,              ,              ,              ,              ,              ,              ,              ,              , 2.32         , 0.99         , 0.00         , 3.31         , 114.36       ,              ,             
Cosignals                        , cellx1000 (pair)                                             , 7.31     ,              ,              ,              ,              ,              ,              ,              ,              , 2.33         , 1.00         , 0.00         , 3.33         , 114.49       ,              ,             
Cosignals                        , cellx2500 (pair)                                             , 21.35    ,              ,              ,              ,              ,              ,              ,              ,              , 3.00         , 1.00         , 0.00         , 4.13         , 114.36       ,              ,             
Cosignals                        , 2-10x5 - lazy80%                                             , 242.46   ,              ,              ,              ,              ,              ,              ,              ,              , 3.12         , 1.03         , 0.00         , 4.33         , 114.04       ,              ,             
Cosignals                        , 2-10x5 - lazy80% (pair)                                      , 241.88   ,              ,              ,              ,              ,              ,              ,              ,              , 2.41         , 1.04         , 0.00         , 3.45         , 94.56        ,              ,             
Cosignals                        , 6-10x10 - dyn25% - lazy80%                                   , 140.23   ,              ,              ,              ,              ,              ,              ,              ,              , 2.52         , 1.07         , 0.00         , 3.58         , 105.88       ,              ,             
Cosignals                        , 6-10x10 - dyn25% - lazy80% (pair)                            , 139.87   ,              ,              ,              ,              ,              ,              ,              ,              , 2.51         , 1.01         , 0.00         , 3.52         , 95.40        ,              ,             
Cosignals                        , 4-1000x12 - dyn5%                                            , 231.14   ,              ,              ,              ,              ,              ,              ,              ,              , 9.78         , 1.01         , 0.00         , 10.39        , 102.63       ,              ,             
Cosignals                        , 4-1000x12 - dyn5% (pair)                                     , 234.80   ,              ,              ,              ,              ,              ,              ,              ,              , 16.60        , 0.82         , 0.00         , 17.42        , 101.21       ,              ,             
Cosignals                        , 25-1000x5                                                    , 321.33   ,              ,              ,              ,              ,              ,              ,              ,              , 26.47        , 0.83         , 0.00         , 27.29        , 110.42       ,              ,             
Cosignals                        , 25-1000x5 (pair)                                             , 316.43   ,              ,              ,              ,              ,              ,              ,              ,              , 28.89        , 0.83         , 0.00         , 29.67        , 103.30       ,              ,             
Cosignals                        , 3-5x500                                                      , 91.88    ,              ,              ,              ,              ,              ,              ,              ,              , 13.47        , 0.84         , 0.00         , 14.32        , 94.78        ,              ,             
Cosignals                        , 3-5x500 (pair)                                               , 90.68    ,              ,              ,              ,              ,              ,              ,              ,              , 15.05        , 0.85         , 0.00         , 15.91        , 95.43        ,              ,             
Cosignals                        , 6-100x15 - dyn50%                                            , 196.47   ,              ,              ,              ,              ,              ,              ,              ,              , 16.44        , 0.85         , 0.00         , 17.30        , 98.68        ,              ,             
Cosignals                        , 6-100x15 - dyn50% (pair)                                     , 196.92   ,              ,              ,              ,              ,              ,              ,              ,              , 17.65        , 0.86         , 0.00         , 18.51        , 100.52       ,              ,             
Cosignals Arena                  , createSignals                                                , 2.19     ,              ,              ,              ,              ,              ,              ,              ,              , 136.25       , 104.39       , 64.00        , 304.64       , 184.36       ,              ,             
Cosignals Arena                  , createComputations                                           , 79.34    ,              ,              ,              ,              ,              ,              ,              ,              , 259.75       , 113.04       , 96.00        , 461.92       , 383.90       ,              ,             
Cosignals Arena                  , updateSignals                                                , 457.58   ,              ,              ,              ,              ,              ,              ,              ,              , 239.23       , 106.56       , 96.00        , 441.59       , 423.75       ,              ,             
Cosignals Arena                  , createSignals (pair)                                         , 2.61     ,              ,              ,              ,              ,              ,              ,              ,              , 141.77       , 106.58       , 96.00        , 344.35       , 292.03       ,              ,             
Cosignals Arena                  , createComputations (pair)                                    , 94.18    ,              ,              ,              ,              ,              ,              ,              ,              , 339.28       , 106.58       , 96.00        , 541.51       , 543.45       ,              ,             
Cosignals Arena                  , updateSignals (pair)                                         , 507.68   ,              ,              ,              ,              ,              ,              ,              ,              , 264.12       , 106.40       , 96.00        , 466.53       , 565.84       ,              ,             
Cosignals Arena                  , avoidablePropagation                                         , 107.95   ,              ,              ,              ,              ,              ,              ,              ,              , 220.63       , 106.79       , 96.00        , 423.00       , 276.53       ,              ,             
Cosignals Arena                  , avoidablePropagation (pair)                                  , 106.72   ,              ,              ,              ,              ,              ,              ,              ,              , 159.22       , 106.82       , 96.00        , 362.05       , 252.48       ,              ,             
Cosignals Arena                  , broadPropagation                                             , 179.39   ,              ,              ,              ,              ,              ,              ,              ,              , 159.29       , 106.86       , 96.00        , 362.15       , 177.10       ,              ,             
Cosignals Arena                  , broadPropagation (pair)                                      , 183.03   ,              ,              ,              ,              ,              ,              ,              ,              , 159.36       , 106.89       , 96.00        , 362.25       , 143.08       ,              ,             
Cosignals Arena                  , deepPropagation                                              , 50.27    ,              ,              ,              ,              ,              ,              ,              ,              , 159.43       , 106.95       , 96.00        , 362.38       , 145.71       ,              ,             
Cosignals Arena                  , deepPropagation (pair)                                       , 47.43    ,              ,              ,              ,              ,              ,              ,              ,              , 159.47       , 106.97       , 96.00        , 362.44       , 145.63       ,              ,             
Cosignals Arena                  , diamond                                                      , 102.88   ,              ,              ,              ,              ,              ,              ,              ,              , 159.52       , 107.02       , 96.00        , 362.55       , 241.83       ,              ,             
Cosignals Arena                  , diamond (pair)                                               , 104.50   ,              ,              ,              ,              ,              ,              ,              ,              , 159.56       , 107.05       , 96.00        , 362.61       , 190.77       ,              ,             
Cosignals Arena                  , mux                                                          , 95.01    ,              ,              ,              ,              ,              ,              ,              ,              , 159.71       , 107.12       , 96.00        , 362.82       , 304.10       ,              ,             
Cosignals Arena                  , mux (pair)                                                   , 81.56    ,              ,              ,              ,              ,              ,              ,              ,              , 159.82       , 107.15       , 96.00        , 362.97       , 303.33       ,              ,             
Cosignals Arena                  , repeatedObservers                                            , 14.64    ,              ,              ,              ,              ,              ,              ,              ,              , 159.87       , 107.20       , 96.00        , 363.08       , 301.31       ,              ,             
Cosignals Arena                  , repeatedObservers (pair)                                     , 14.43    ,              ,              ,              ,              ,              ,              ,              ,              , 159.91       , 107.23       , 96.00        , 363.15       , 225.99       ,              ,             
Cosignals Arena                  , triangle                                                     , 32.38    ,              ,              ,              ,              ,              ,              ,              ,              , 159.99       , 107.30       , 96.00        , 363.29       , 225.99       ,              ,             
Cosignals Arena                  , triangle (pair)                                              , 32.20    ,              ,              ,              ,              ,              ,              ,              ,              , 160.03       , 107.33       , 96.00        , 363.36       , 222.03       ,              ,             
Cosignals Arena                  , unstable                                                     , 31.88    ,              ,              ,              ,              ,              ,              ,              ,              , 160.12       , 107.42       , 96.00        , 363.54       , 221.52       ,              ,             
Cosignals Arena                  , unstable (pair)                                              , 33.71    ,              ,              ,              ,              ,              ,              ,              ,              , 160.17       , 107.47       , 96.00        , 363.64       , 166.02       ,              ,             
Cosignals Arena                  , molBench                                                     , 13.09    ,              ,              ,              ,              ,              ,              ,              ,              , 160.26       , 107.55       , 96.00        , 363.82       , 167.63       ,              ,             
Cosignals Arena                  , molBench (pair)                                              , 12.30    ,              ,              ,              ,              ,              ,              ,              ,              , 160.32       , 107.60       , 96.00        , 363.92       , 167.71       ,              ,             
Cosignals Arena                  , cellx1000                                                    , 13.75    ,              ,              ,              ,              ,              ,              ,              ,              , 168.28       , 109.22       , 96.00        , 373.16       , 168.64       ,              ,             
Cosignals Arena                  , cellx2500                                                    , 38.64    ,              ,              ,              ,              ,              ,              ,              ,              , 193.44       , 116.75       , 96.00        , 406.18       , 197.64       ,              ,             
Cosignals Arena                  , cellx1000 (pair)                                             , 14.00    ,              ,              ,              ,              ,              ,              ,              ,              , 210.82       , 124.89       , 96.00        , 431.71       , 209.16       ,              ,             
Cosignals Arena                  , cellx2500 (pair)                                             , 32.21    ,              ,              ,              ,              ,              ,              ,              ,              , 253.74       , 147.23       , 96.00        , 496.97       , 250.21       ,              ,             
Cosignals Arena                  , 2-10x5 - lazy80%                                             , 261.60   ,              ,              ,              ,              ,              ,              ,              ,              , 269.27       , 159.52       , 96.00        , 525.85       , 329.23       ,              ,             
Cosignals Arena                  , 2-10x5 - lazy80% (pair)                                      , 263.26   ,              ,              ,              ,              ,              ,              ,              ,              , 275.39       , 165.63       , 96.00        , 538.08       , 365.50       ,              ,             
Cosignals Arena                  , 6-10x10 - dyn25% - lazy80%                                   , 128.99   ,              ,              ,              ,              ,              ,              ,              ,              , 281.54       , 171.75       , 96.00        , 550.35       , 276.39       ,              ,             
Cosignals Arena                  , 6-10x10 - dyn25% - lazy80% (pair)                            , 128.32   ,              ,              ,              ,              ,              ,              ,              ,              , 287.67       , 177.85       , 96.00        , 562.58       , 227.36       ,              ,             
Cosignals Arena                  , 4-1000x12 - dyn5%                                            , 228.71   ,              ,              ,              ,              ,              ,              ,              ,              , 296.89       , 183.96       , 96.00        , 577.90       , 229.84       ,              ,             
Cosignals Arena                  , 4-1000x12 - dyn5% (pair)                                     , 221.74   ,              ,              ,              ,              ,              ,              ,              ,              , 306.09       , 190.05       , 96.00        , 593.20       , 232.88       ,              ,             
Cosignals Arena                  , 25-1000x5                                                    , 253.19   ,              ,              ,              ,              ,              ,              ,              ,              , 314.03       , 196.15       , 96.00        , 607.24       , 238.04       ,              ,             
Cosignals Arena                  , 25-1000x5 (pair)                                             , 252.49   ,              ,              ,              ,              ,              ,              ,              ,              , 321.98       , 202.24       , 96.00        , 621.27       , 243.20       ,              ,             
Cosignals Arena                  , 3-5x500                                                      , 89.27    ,              ,              ,              ,              ,              ,              ,              ,              , 311.60       , 198.38       , 96.00        , 605.98       , 237.32       ,              ,             
Cosignals Arena                  , 3-5x500 (pair)                                               , 83.57    ,              ,              ,              ,              ,              ,              ,              ,              , 318.42       , 204.47       , 96.00        , 618.89       , 238.20       ,              ,             
Cosignals Arena                  , 6-100x15 - dyn50%                                            , 183.96   ,              ,              ,              ,              ,              ,              ,              ,              , 324.97       , 210.57       , 96.00        , 631.54       , 238.92       ,              ,             
Cosignals Arena                  , 6-100x15 - dyn50% (pair)                                     , 184.66   ,              ,              ,              ,              ,              ,              ,              ,              , 331.53       , 216.66       , 96.00        , 644.19       , 240.04       ,              ,             
Angular Signals                  , createSignals                                                , 37.71    ,              ,              ,              ,              ,              ,              ,              ,              , 54.55        , 1.35         , 0.00         , 55.90        , 260.72       ,              ,             
Angular Signals                  , createComputations                                           , 675.17   ,              ,              ,              ,              ,              ,              ,              ,              , 169.37       , 1.67         , 0.00         , 171.03       , 430.55       ,              ,             
Angular Signals                  , updateSignals                                                , 612.17   ,              ,              ,              ,              ,              ,              ,              ,              , 110.15       , 0.87         , 0.00         , 110.87       , 463.45       ,              ,             
Angular Signals                  , avoidablePropagation                                         , 113.35   ,              ,              ,              ,              ,              ,              ,              ,              , 23.48        , 0.94         , 0.00         , 24.18        , 463.45       ,              ,             
Angular Signals                  , broadPropagation                                             , 213.59   ,              ,              ,              ,              ,              ,              ,              ,              , 83.60        , 0.88         , 0.00         , 84.48        , 173.14       ,              ,             
Angular Signals                  , deepPropagation                                              , 62.97    ,              ,              ,              ,              ,              ,              ,              ,              , 51.45        , 0.89         , 0.00         , 52.32        , 174.64       ,              ,             
Angular Signals                  , diamond                                                      , 125.16   ,              ,              ,              ,              ,              ,              ,              ,              , 33.39        , 0.89         , 0.00         , 34.24        , 175.29       ,              ,             
Angular Signals                  , mux                                                          , 141.19   ,              ,              ,              ,              ,              ,              ,              ,              , 30.84        , 0.81         , 0.00         , 31.61        , 219.72       ,              ,             
Angular Signals                  , repeatedObservers                                            , 19.09    ,              ,              ,              ,              ,              ,              ,              ,              , 39.89        , 0.83         , 0.00         , 40.70        , 220.30       ,              ,             
Angular Signals                  , triangle                                                     , 42.89    ,              ,              ,              ,              ,              ,              ,              ,              , 45.97        , 0.90         , 0.00         , 46.78        , 222.31       ,              ,             
Angular Signals                  , unstable                                                     , 41.13    ,              ,              ,              ,              ,              ,              ,              ,              , 43.20        , 0.93         , 0.00         , 44.13        , 181.79       ,              ,             
Angular Signals                  , molBench                                                     , 12.74    ,              ,              ,              ,              ,              ,              ,              ,              , 40.35        , 0.99         , 0.00         , 41.18        , 180.76       ,              ,             
Angular Signals                  , cellx1000                                                    , 19.21    ,              ,              ,              ,              ,              ,              ,              ,              , 37.08        , 1.06         , 0.00         , 38.05        , 185.91       ,              ,             
Angular Signals                  , cellx2500                                                    , 39.70    ,              ,              ,              ,              ,              ,              ,              ,              , 37.08        , 1.02         , 0.00         , 38.05        , 190.09       ,              ,             
Angular Signals                  , 2-10x5 - lazy80%                                             , 356.71   ,              ,              ,              ,              ,              ,              ,              ,              , 25.42        , 1.03         , 0.00         , 26.41        , 188.64       ,              ,             
Angular Signals                  , 6-10x10 - dyn25% - lazy80%                                   , 218.60   ,              ,              ,              ,              ,              ,              ,              ,              , 21.40        , 1.03         , 0.00         , 22.39        , 146.81       ,              ,             
Angular Signals                  , 4-1000x12 - dyn5%                                            , 388.63   ,              ,              ,              ,              ,              ,              ,              ,              , 28.08        , 0.92         , 0.00         , 29.01        , 149.06       ,              ,             
