framework                        , test                                                         , time     , gcMinorN     , gcMinorMs    , gcMajorN     , gcMajorMs    , gcIncrN      , gcIncrMs     , gcWeakN      , gcWeakMs     , peakHeapMb   , peakExtMb    , peakArrMb    , peakTotalMb  , peakRssMb    , floorMb      , floorDeltaMb
TanStack Store                   , avoidablePropagation (pair)                                  , 77.77    ,              ,              ,              ,              ,              ,              ,              ,              , 2.24         , 0.70         , 0.00         , 2.94         , 92.12        ,              ,             
TanStack Store                   , broadPropagation                                             , 178.55   ,              ,              ,              ,              ,              ,              ,              ,              , 2.36         , 0.72         , 0.00         , 3.09         , 91.80        ,              ,             
TanStack Store                   , broadPropagation (pair)                                      , 189.32   ,              ,              ,              ,              ,              ,              ,              ,              , 2.48         , 0.73         , 0.00         , 3.21         , 64.45        ,              ,             
TanStack Store                   , deepPropagation                                              , 45.59    ,              ,              ,              ,              ,              ,              ,              ,              , 2.48         , 0.73         , 0.00         , 3.21         , 64.29        ,              ,             
TanStack Store                   , deepPropagation (pair)                                       , 46.09    ,              ,              ,              ,              ,              ,              ,              ,              , 1.76         , 0.55         , 0.00         , 2.32         , 66.59        ,              ,             
TanStack Store                   , diamond                                                      , 90.62    ,              ,              ,              ,              ,              ,              ,              ,              , 1.82         , 0.60         , 0.00         , 2.42         , 90.42        ,              ,             
TanStack Store                   , diamond (pair)                                               , 95.54    ,              ,              ,              ,              ,              ,              ,              ,              , 1.87         , 0.63         , 0.00         , 2.49         , 90.60        ,              ,             
TanStack Store                   , mux                                                          , 78.93    ,              ,              ,              ,              ,              ,              ,              ,              , 2.25         , 0.68         , 0.00         , 2.92         , 107.05       ,              ,             
TanStack Store                   , mux (pair)                                                   , 87.11    ,              ,              ,              ,              ,              ,              ,              ,              , 2.61         , 0.70         , 0.00         , 3.31         , 106.75       ,              ,             
TanStack Store                   , repeatedObservers                                            , 12.39    ,              ,              ,              ,              ,              ,              ,              ,              , 2.65         , 0.73         , 0.00         , 3.38         , 106.62       ,              ,             
TanStack Store                   , repeatedObservers (pair)                                     , 15.35    ,              ,              ,              ,              ,              ,              ,              ,              , 2.67         , 0.74         , 0.00         , 3.41         , 106.43       ,              ,             
TanStack Store                   , triangle                                                     , 33.64    ,              ,              ,              ,              ,              ,              ,              ,              , 2.74         , 0.80         , 0.00         , 3.54         , 109.22       ,              ,             
TanStack Store                   , triangle (pair)                                              , 35.75    ,              ,              ,              ,              ,              ,              ,              ,              , 2.77         , 0.82         , 0.00         , 3.60         , 108.70       ,              ,             
TanStack Store                   , unstable                                                     , 28.67    ,              ,              ,              ,              ,              ,              ,              ,              , 32.82        , 0.84         , 0.00         , 33.44        , 142.31       ,              ,             
TanStack Store                   , unstable (pair)                                              , 31.07    ,              ,              ,              ,              ,              ,              ,              ,              , 40.64        , 0.67         , 0.00         , 41.29        , 149.21       ,              ,             
TanStack Store                   , molBench                                                     , 12.26    ,              ,              ,              ,              ,              ,              ,              ,              , 40.64        , 0.69         , 0.00         , 41.29        , 149.21       ,              ,             
TanStack Store                   , molBench (pair)                                              , 11.92    ,              ,              ,              ,              ,              ,              ,              ,              , 3.28         , 0.70         , 0.00         , 3.98         , 147.90       ,              ,             
TanStack Store                   , cellx1000                                                    , 20.18    ,              ,              ,              ,              ,              ,              ,              ,              , 19.51        , 0.76         , 0.00         , 20.20        , 147.60       ,              ,             
TanStack Store                   , cellx2500                                                    , 48.20    ,              ,              ,              ,              ,              ,              ,              ,              , 36.65        , 0.74         , 0.00         , 37.41        , 147.27       ,              ,             
TanStack Store                   , cellx1000 (pair)                                             , 17.91    ,              ,              ,              ,              ,              ,              ,              ,              , 35.94        , 0.74         , 0.00         , 36.68        , 147.27       ,              ,             
TanStack Store                   , cellx2500 (pair)                                             , 58.39    ,              ,              ,              ,              ,              ,              ,              ,              , 45.09        , 0.79         , 0.00         , 45.83        , 146.34       ,              ,             
TanStack Store                   , 2-10x5 - lazy80%                                             , 267.69   ,              ,              ,              ,              ,              ,              ,              ,              , 37.00        , 0.86         , 0.00         , 37.77        , 146.34       ,              ,             
TanStack Store                   , 2-10x5 - lazy80% (pair)                                      , 267.09   ,              ,              ,              ,              ,              ,              ,              ,              , 2.22         , 0.87         , 0.00         , 3.10         , 94.75        ,              ,             
TanStack Store                   , 6-10x10 - dyn25% - lazy80%                                   , 160.53   ,              ,              ,              ,              ,              ,              ,              ,              , 2.34         , 0.89         , 0.00         , 3.23         , 102.06       ,              ,             
TanStack Store                   , 6-10x10 - dyn25% - lazy80% (pair)                            , 160.60   ,              ,              ,              ,              ,              ,              ,              ,              , 2.44         , 0.90         , 0.00         , 3.34         , 101.70       ,              ,             
TanStack Store                   , 4-1000x12 - dyn5%                                            , 281.92   ,              ,              ,              ,              ,              ,              ,              ,              , 11.59        , 0.91         , 0.00         , 11.86        , 111.19       ,              ,             
TanStack Store                   , 4-1000x12 - dyn5% (pair)                                     , 280.74   ,              ,              ,              ,              ,              ,              ,              ,              , 20.11        , 0.67         , 0.00         , 20.78        , 101.82       ,              ,             
TanStack Store                   , 25-1000x5                                                    , 407.82   ,              ,              ,              ,              ,              ,              ,              ,              , 30.79        , 0.68         , 0.00         , 31.46        , 104.96       ,              ,             
TanStack Store                   , 25-1000x5 (pair)                                             , 402.10   ,              ,              ,              ,              ,              ,              ,              ,              , 23.24        , 0.67         , 0.00         , 23.91        , 101.02       ,              ,             
TanStack Store                   , 3-5x500                                                      , 108.76   ,              ,              ,              ,              ,              ,              ,              ,              , 25.29        , 0.68         , 0.00         , 25.96        , 104.23       ,              ,             
TanStack Store                   , 3-5x500 (pair)                                               , 108.93   ,              ,              ,              ,              ,              ,              ,              ,              , 27.19        , 0.68         , 0.00         , 27.46        , 105.73       ,              ,             
TanStack Store                   , 6-100x15 - dyn50%                                            , 230.83   ,              ,              ,              ,              ,              ,              ,              ,              , 5.76         , 0.63         , 0.00         , 6.37         , 106.14       ,              ,             
TanStack Store                   , 6-100x15 - dyn50% (pair)                                     , 232.65   ,              ,              ,              ,              ,              ,              ,              ,              , 7.39         , 0.64         , 0.00         , 8.01         , 95.79        ,              ,             
Vue                              , createSignals                                                , 7.72     ,              ,              ,              ,              ,              ,              ,              ,              , 32.19        , 0.40         , 0.00         , 32.59        , 139.00       ,              ,             
Vue                              , createComputations                                           , 251.55   ,              ,              ,              ,              ,              ,              ,              ,              , 87.43        , 0.65         , 0.00         , 88.08        , 247.90       ,              ,             
Vue                              , updateSignals                                                , 307.62   ,              ,              ,              ,              ,              ,              ,              ,              , 44.78        , 0.83         , 0.00         , 45.44        , 248.27       ,              ,             
Vue                              , avoidablePropagation                                         , 98.69    ,              ,              ,              ,              ,              ,              ,              ,              , 8.65         , 0.83         , 0.00         , 9.48         , 235.64       ,              ,             
Vue                              , broadPropagation                                             , 127.34   ,              ,              ,              ,              ,              ,              ,              ,              , 2.18         , 0.68         , 0.00         , 2.85         , 93.04        ,              ,             
Vue                              , deepPropagation                                              , 52.67    ,              ,              ,              ,              ,              ,              ,              ,              , 2.23         , 0.69         , 0.00         , 2.92         , 93.14        ,              ,             
Vue                              , diamond                                                      , 101.57   ,              ,              ,              ,              ,              ,              ,              ,              , 2.28         , 0.71         , 0.00         , 2.99         , 95.69        ,              ,             
Vue                              , mux                                                          , 98.70    ,              ,              ,              ,              ,              ,              ,              ,              , 2.48         , 0.74         , 0.00         , 3.22         , 97.89        ,              ,             
Vue                              , repeatedObservers                                            , 16.68    ,              ,              ,              ,              ,              ,              ,              ,              , 2.40         , 0.71         , 0.00         , 3.11         , 96.96        ,              ,             
Vue                              , triangle                                                     , 34.52    ,              ,              ,              ,              ,              ,              ,              ,              , 2.46         , 0.74         , 0.00         , 3.20         , 98.86        ,              ,             
Vue                              , unstable                                                     , 28.00    ,              ,              ,              ,              ,              ,              ,              ,              , 2.51         , 0.77         , 0.00         , 3.28         , 98.23        ,              ,             
Vue                              , molBench                                                     , 27.40    ,              ,              ,              ,              ,              ,              ,              ,              , 2.56         , 0.81         , 0.00         , 3.37         , 97.88        ,              ,             
Vue                              , cellx1000                                                    , 17.66    ,              ,              ,              ,              ,              ,              ,              ,              , 2.80         , 0.90         , 0.00         , 3.70         , 100.22       ,              ,             
Vue                              , cellx2500                                                    , 52.73    ,              ,              ,              ,              ,              ,              ,              ,              , 2.80         , 0.90         , 0.00         , 3.70         , 102.09       ,              ,             
Vue                              , 2-10x5 - lazy80%                                             , 293.92   ,              ,              ,              ,              ,              ,              ,              ,              , 2.95         , 0.98         , 0.00         , 3.93         , 101.66       ,              ,             
Vue                              , 6-10x10 - dyn25% - lazy80%                                   , 223.29   ,              ,              ,              ,              ,              ,              ,              ,              , 3.07         , 1.00         , 0.00         , 4.06         , 96.95        ,              ,             
Vue                              , 4-1000x12 - dyn5%                                            , 467.55   ,              ,              ,              ,              ,              ,              ,              ,              , 11.49        , 1.01         , 0.00         , 12.50        , 106.67       ,              ,             
Vue                              , 25-1000x5                                                    , 690.44   ,              ,              ,              ,              ,              ,              ,              ,              , 20.80        , 0.63         , 0.00         , 21.43        , 107.01       ,              ,             
Vue                              , 3-5x500                                                      , 146.59   ,              ,              ,              ,              ,              ,              ,              ,              , 14.10        , 0.62         , 0.00         , 14.72        , 107.26       ,              ,             
Vue                              , 6-100x15 - dyn50%                                            , 292.54   ,              ,              ,              ,              ,              ,              ,              ,              , 15.72        , 0.62         , 0.00         , 16.35        , 106.82       ,              ,             
x-reactivity                     , createSignals                                                , 14.43    ,              ,              ,              ,              ,              ,              ,              ,              , 66.26        , 0.36         , 0.00         , 66.62        , 220.14       ,              ,             
x-reactivity                     , createComputations                                           , 353.41   ,              ,              ,              ,              ,              ,              ,              ,              , 1548.94      , 0.70         , 0.00         , 1549.19      , 2898.88      ,              ,             
x-reactivity                     , updateSignals                                                , 1251.65  ,              ,              ,              ,              ,              ,              ,              ,              , 1543.41      , 0.92         , 0.00         , 1543.65      , 3223.09      ,              ,             
x-reactivity                     , createSignals (pair)                                         , 10.26    ,              ,              ,              ,              ,              ,              ,              ,              , 760.29       , 0.98         , 0.00         , 761.25       , 2244.13      ,              ,             
x-reactivity                     , createComputations (pair)                                    , 368.40   ,              ,              ,              ,              ,              ,              ,              ,              , 1446.12      , 1.02         , 0.00         , 1446.81      , 2810.61      ,              ,             
x-reactivity                     , updateSignals (pair)                                         , 1298.85  ,              ,              ,              ,              ,              ,              ,              ,              , 1360.05      , 0.83         , 0.00         , 1360.73      , 2812.49      ,              ,             
x-reactivity                     , avoidablePropagation                                         , 194.08   ,              ,              ,              ,              ,              ,              ,              ,              , 663.02       , 1.28         , 0.00         , 664.30       , 1980.49      ,              ,             
x-reactivity                     , avoidablePropagation (pair)                                  , 201.73   ,              ,              ,              ,              ,              ,              ,              ,              , 663.03       , 1.29         , 0.00         , 664.32       , 1368.89      ,              ,             
x-reactivity                     , broadPropagation                                             , 538.05   ,              ,              ,              ,              ,              ,              ,              ,              , 663.21       , 1.33         , 0.00         , 664.54       , 1601.34      ,              ,             
x-reactivity                     , broadPropagation (pair)                                      , 536.98   ,              ,              ,              ,              ,              ,              ,              ,              , 663.37       , 1.34         , 0.00         , 664.72       , 1579.38      ,              ,             
x-reactivity                     , deepPropagation                                              , 142.05   ,              ,              ,              ,              ,              ,              ,              ,              , 663.42       , 1.36         , 0.00         , 664.78       , 1567.52      ,              ,             
x-reactivity                     , deepPropagation (pair)                                       , 147.04   ,              ,              ,              ,              ,              ,              ,              ,              , 663.46       , 1.36         , 0.00         , 664.82       , 1511.32      ,              ,             
x-reactivity                     , diamond                                                      , 295.01   ,              ,              ,              ,              ,              ,              ,              ,              , 663.49       , 1.37         , 0.00         , 664.86       , 1562.75      ,              ,             
x-reactivity                     , diamond (pair)                                               , 334.35   ,              ,              ,              ,              ,              ,              ,              ,              , 663.50       , 1.38         , 0.00         , 664.88       , 1562.74      ,              ,             
x-reactivity                     , mux                                                          , 158.12   ,              ,              ,              ,              ,              ,              ,              ,              , 663.78       , 1.43         , 0.00         , 665.21       , 1563.94      ,              ,             
x-reactivity                     , mux (pair)                                                   , 148.09   ,              ,              ,              ,              ,              ,              ,              ,              , 664.00       , 1.43         , 0.00         , 665.43       , 1563.34      ,              ,             
x-reactivity                     , repeatedObservers                                            , 53.72    ,              ,              ,              ,              ,              ,              ,              ,              , 664.03       , 1.45         , 0.00         , 665.48       , 1281.44      ,              ,             
x-reactivity                     , repeatedObservers (pair)                                     , 54.71    ,              ,              ,              ,              ,              ,              ,              ,              , 664.04       , 1.45         , 0.00         , 665.49       , 1079.58      ,              ,             
x-reactivity                     , triangle                                                     , 118.28   ,              ,              ,              ,              ,              ,              ,              ,              , 664.08       , 1.47         , 0.00         , 665.55       , 1219.18      ,              ,             
x-reactivity                     , triangle (pair)                                              , 118.85   ,              ,              ,              ,              ,              ,              ,              ,              , 664.09       , 1.48         , 0.00         , 665.56       , 1286.57      ,              ,             
x-reactivity                     , unstable                                                     , 101.47   ,              ,              ,              ,              ,              ,              ,              ,              , 706.16       , 1.50         , 0.00         , 706.86       , 1408.89      ,              ,             
x-reactivity                     , unstable (pair)                                              , 97.34    ,              ,              ,              ,              ,              ,              ,              ,              , 48.12        , 0.89         , 0.00         , 48.92        , 1191.62      ,              ,             
x-reactivity                     , molBench                                                     , 16.01    ,              ,              ,              ,              ,              ,              ,              ,              , 48.12        , 0.92         , 0.00         , 48.92        , 707.47       ,              ,             
x-reactivity                     , molBench (pair)                                              , 15.27    ,              ,              ,              ,              ,              ,              ,              ,              , 14.61        , 0.93         , 0.00         , 15.53        , 707.47       ,              ,             
x-reactivity                     , cellx1000                                                    , 30.99    ,              ,              ,              ,              ,              ,              ,              ,              , 24.19        , 1.01         , 0.00         , 25.20        , 712.78       ,              ,             
x-reactivity                     , cellx2500                                                    , 64.49    ,              ,              ,              ,              ,              ,              ,              ,              , 46.06        , 1.01         , 0.00         , 47.02        , 717.85       ,              ,             
x-reactivity                     , cellx1000 (pair)                                             , 20.41    ,              ,              ,              ,              ,              ,              ,              ,              , 24.90        , 0.95         , 0.00         , 25.82        , 717.98       ,              ,             
x-reactivity                     , cellx2500 (pair)                                             , 55.47    ,              ,              ,              ,              ,              ,              ,              ,              , 29.19        , 0.96         , 0.00         , 30.14        , 718.78       ,              ,             
x-reactivity                     , 2-10x5 - lazy80%                                             , 1923.32  ,              ,              ,              ,              ,              ,              ,              ,              , 25.31        , 1.05         , 0.00         , 26.27        , 717.59       ,              ,             
x-reactivity                     , 2-10x5 - lazy80% (pair)                                      , 1925.29  ,              ,              ,              ,              ,              ,              ,              ,              , 2.93         , 1.06         , 0.00         , 3.98         , 338.84       ,              ,             
x-reactivity                     , 6-10x10 - dyn25% - lazy80%                                   , 448.83   ,              ,              ,              ,              ,              ,              ,              ,              , 2.65         , 0.87         , 0.00         , 3.52         , 340.97       ,              ,             
x-reactivity                     , 6-10x10 - dyn25% - lazy80% (pair)                            , 449.10   ,              ,              ,              ,              ,              ,              ,              ,              , 2.77         , 0.88         , 0.00         , 3.65         , 340.94       ,              ,             
x-reactivity                     , 4-1000x12 - dyn5%                                            , 585.74   ,              ,              ,              ,              ,              ,              ,              ,              , 11.40        , 0.87         , 0.00         , 12.27        , 349.43       ,              ,             
x-reactivity                     , 4-1000x12 - dyn5% (pair)                                     , 655.27   ,              ,              ,              ,              ,              ,              ,              ,              , 19.96        , 0.88         , 0.00         , 20.84        , 350.82       ,              ,             
x-reactivity                     , 25-1000x5                                                    , 744.38   ,              ,              ,              ,              ,              ,              ,              ,              , 20.25        , 0.88         , 0.00         , 21.12        , 350.78       ,              ,             
x-reactivity                     , 25-1000x5 (pair)                                             , 740.04   ,              ,              ,              ,              ,              ,              ,              ,              , 20.68        , 0.90         , 0.00         , 21.58        , 346.91       ,              ,             
x-reactivity                     , 3-5x500                                                      , 242.95   ,              ,              ,              ,              ,              ,              ,              ,              , 13.63        , 0.90         , 0.00         , 14.52        , 346.97       ,              ,             
x-reactivity                     , 3-5x500 (pair)                                               , 256.77   ,              ,              ,              ,              ,              ,              ,              ,              , 15.82        , 0.90         , 0.00         , 16.72        , 346.61       ,              ,             
x-reactivity                     , 6-100x15 - dyn50%                                            , 420.54   ,              ,              ,              ,              ,              ,              ,              ,              , 18.11        , 0.92         , 0.00         , 19.02        , 346.62       ,              ,             
x-reactivity                     , 6-100x15 - dyn50% (pair)                                     , 433.28   ,              ,              ,              ,              ,              ,              ,              ,              , 19.69        , 0.93         , 0.00         , 20.60        , 347.12       ,              ,             
